t,x,y,z,motion
6.04,1.27868,1.08369,1.21422,ptp
6.05,1.27975,1.08528,1.2107,ptp
6.06,1.28081,1.08688,1.20718,ptp
6.07,1.28186,1.08847,1.20366,ptp
6.08,1.2829,1.09006,1.20014,ptp
6.09,1.28393,1.09165,1.19663,ptp
6.1,1.28494,1.09323,1.19311,ptp
6.11,1.28594,1.09482,1.1896,ptp
6.12,1.28694,1.0964,1.18609,ptp
6.13,1.28791,1.09798,1.18259,ptp
6.14,1.28888,1.09956,1.17909,ptp
6.15,1.28984,1.10114,1.17559,ptp
6.16,1.29078,1.10271,1.1721,ptp
6.17,1.29172,1.10428,1.16861,ptp
6.18,1.29264,1.10585,1.16513,ptp
6.19,1.29355,1.10741,1.16165,ptp
6.2,1.29444,1.10897,1.15818,ptp
6.21,1.29533,1.11052,1.15472,ptp
6.22,1.2962,1.11208,1.15126,ptp
6.23,1.29707,1.11362,1.14782,ptp
6.24,1.29792,1.11517,1.14438,ptp
6.25,1.29876,1.11671,1.14095,ptp
6.26,1.29958,1.11824,1.13753,ptp
6.27,1.3004,1.11977,1.13411,ptp
6.28,1.30121,1.1213,1.13071,ptp
6.29,1.302,1.12282,1.12732,ptp
6.3,1.30278,1.12433,1.12394,ptp
6.31,1.30355,1.12584,1.12057,ptp
6.32,1.30431,1.12734,1.11721,ptp
6.33,1.30506,1.12884,1.11387,ptp
6.34,1.3058,1.13033,1.11053,ptp
6.35,1.30652,1.13182,1.10721,ptp
6.36,1.30724,1.1333,1.1039,ptp
6.37,1.30794,1.13477,1.10061,ptp
6.38,1.30864,1.13624,1.09732,ptp
6.39,1.30932,1.1377,1.09406,ptp
6.4,1.30999,1.13915,1.0908,ptp
6.41,1.31066,1.1406,1.08757,ptp
6.42,1.31131,1.14204,1.08434,ptp
6.43,1.31195,1.14347,1.08114,ptp
6.44,1.31258,1.14489,1.07795,ptp
6.45,1.3132,1.14631,1.07477,ptp
6.46,1.31381,1.14772,1.07161,ptp
6.47,1.31441,1.14912,1.06847,ptp
6.48,1.315,1.15051,1.06535,ptp
6.49,1.31558,1.1519,1.06224,ptp
6.5,1.31615,1.15327,1.05915,ptp
6.51,1.31671,1.15464,1.05608,ptp
6.52,1.31726,1.156,1.05303,ptp
6.53,1.3178,1.15735,1.05,ptp
6.54,1.31834,1.15869,1.04698,ptp
6.55,1.31886,1.16002,1.04399,ptp
6.56,1.31937,1.16135,1.04101,ptp
6.57,1.31988,1.16266,1.03806,ptp
6.58,1.32038,1.16397,1.03512,ptp
6.59,1.32086,1.16526,1.03221,ptp
6.6,1.32134,1.16655,1.02931,ptp
6.61,1.32181,1.16782,1.02644,ptp
6.62,1.32227,1.16909,1.02359,ptp
6.63,1.32273,1.17035,1.02076,ptp
6.64,1.32317,1.17159,1.01795,ptp
6.65,1.32361,1.17283,1.01516,ptp
6.66,1.32404,1.17406,1.0124,ptp
6.67,1.32446,1.17527,1.00965,ptp
6.68,1.32487,1.17648,1.00693,ptp
6.69,1.32528,1.17767,1.00424,ptp
6.7,1.32567,1.17886,1.00156,ptp
6.71,1.32606,1.18003,0.998912,ptp
6.72,1.32645,1.18119,0.996285,ptp
6.73,1.32682,1.18235,0.993681,ptp
6.74,1.32719,1.18349,0.991101,ptp
6.75,1.32755,1.18462,0.988545,ptp
6.76,1.3279,1.18574,0.986013,ptp
6.77,1.32825,1.18684,0.983506,ptp
6.78,1.32859,1.18794,0.981022,ptp
6.79,1.32893,1.18903,0.978564,ptp
6.8,1.32925,1.1901,0.97613,ptp
6.81,1.32957,1.19116,0.973721,ptp
6.82,1.32989,1.19222,0.971338,ptp
6.83,1.3302,1.19326,0.968979,ptp
6.84,1.3305,1.19428,0.966646,ptp
6.85,1.33079,1.1953,0.964338,ptp
6.86,1.33108,1.19631,0.962056,ptp
6.87,1.33137,1.1973,0.959799,ptp
6.88,1.33165,1.19828,0.957568,ptp
6.89,1.33192,1.19925,0.955363,ptp
6.9,1.33218,1.20021,0.953184,ptp
6.91,1.33245,1.20116,0.951031,ptp
6.92,1.3327,1.20209,0.948905,ptp
6.93,1.33295,1.20301,0.946804,ptp
6.94,1.3332,1.20392,0.94473,ptp
6.95,1.33344,1.20482,0.942682,ptp
6.96,1.33367,1.20571,0.940661,ptp
6.97,1.3339,1.20658,0.938666,ptp
6.98,1.33413,1.20745,0.936698,ptp
6.99,1.33435,1.2083,0.934756,ptp
7,1.33456,1.20914,0.932841,ptp
7.01,1.33477,1.20996,0.930953,ptp
7.02,1.33498,1.21078,0.929091,ptp
7.03,1.33518,1.21158,0.927257,ptp
7.04,1.33538,1.21237,0.925449,ptp
7.05,1.33557,1.21315,0.923668,ptp
7.06,1.33576,1.21391,0.921913,ptp
7.07,1.33594,1.21467,0.920186,ptp
7.08,1.33612,1.21541,0.918485,ptp
7.09,1.3363,1.21614,0.916811,ptp
7.1,1.33647,1.21686,0.915164,ptp
7.11,1.33664,1.21756,0.913544,ptp
7.12,1.3368,1.21826,0.911951,ptp
7.13,1.33696,1.21894,0.910384,ptp
7.14,1.33712,1.21961,0.908844,ptp
7.15,1.33727,1.22027,0.907331,ptp
7.16,1.33742,1.22092,0.905845,ptp
7.17,1.33757,1.22155,0.904385,ptp
7.18,1.33771,1.22217,0.902952,ptp
7.19,1.33785,1.22278,0.901545,ptp
7.2,1.33798,1.22338,0.900165,ptp
7.21,1.33812,1.22397,0.898811,ptp
7.22,1.33824,1.22455,0.897483,ptp
7.23,1.33837,1.22511,0.896182,ptp
7.24,1.33849,1.22566,0.894907,ptp
7.25,1.33861,1.2262,0.893658,ptp
7.26,1.33873,1.22673,0.892435,ptp
7.27,1.33884,1.22725,0.891238,ptp
7.28,1.33895,1.22776,0.890066,ptp
7.29,1.33906,1.22825,0.888921,ptp
7.3,1.33916,1.22874,0.887801,ptp
7.31,1.33926,1.22921,0.886706,ptp
7.32,1.33936,1.22967,0.885637,ptp
7.33,1.33946,1.23012,0.884593,ptp
7.34,1.33955,1.23056,0.883574,ptp
7.35,1.33964,1.23099,0.882579,ptp
7.36,1.33973,1.23141,0.88161,ptp
7.37,1.33981,1.23182,0.880665,ptp
7.38,1.3399,1.23222,0.879745,ptp
7.39,1.33998,1.2326,0.878849,ptp
7.4,1.34005,1.23298,0.877977,ptp
7.41,1.34013,1.23334,0.877129,ptp
7.42,1.3402,1.2337,0.876304,ptp
7.43,1.34027,1.23404,0.875504,ptp
7.44,1.34034,1.23438,0.874726,ptp
7.45,1.34041,1.2347,0.873972,ptp
7.46,1.34047,1.23502,0.873241,ptp
7.47,1.34053,1.23532,0.872532,ptp
7.48,1.34059,1.23562,0.871846,ptp
7.49,1.34065,1.2359,0.871182,ptp
7.5,1.34071,1.23618,0.870541,ptp
7.51,1.34076,1.23644,0.869921,ptp
7.52,1.34081,1.2367,0.869322,ptp
7.53,1.34086,1.23695,0.868745,ptp
7.54,1.34091,1.23719,0.868189,ptp
7.55,1.34095,1.23742,0.867654,ptp
7.56,1.341,1.23764,0.867139,ptp
7.57,1.34104,1.23785,0.866644,ptp
7.58,1.34108,1.23805,0.86617,ptp
7.59,1.34112,1.23825,0.865715,ptp
7.6,1.34115,1.23843,0.865279,ptp
7.61,1.34119,1.23861,0.864862,ptp
7.62,1.34122,1.23878,0.864465,ptp
7.63,1.34126,1.23895,0.864085,ptp
7.64,1.34129,1.2391,0.863723,ptp
7.65,1.34131,1.23925,0.86338,ptp
7.66,1.34134,1.23939,0.863053,ptp
7.67,1.34137,1.23952,0.862744,ptp
7.68,1.34139,1.23965,0.862451,ptp
7.69,1.34142,1.23976,0.862174,ptp
7.7,1.34144,1.23987,0.861914,ptp
7.71,1.34146,1.23998,0.861669,ptp
7.72,1.34148,1.24008,0.861439,ptp
7.73,1.34149,1.24017,0.861223,ptp
7.74,1.34151,1.24026,0.861022,ptp
7.75,1.34153,1.24034,0.860835,ptp
7.76,1.34154,1.24041,0.860662,ptp
7.77,1.34155,1.24048,0.860501,ptp
7.78,1.34157,1.24054,0.860353,ptp
7.79,1.34158,1.2406,0.860217,ptp
7.8,1.34159,1.24065,0.860093,ptp
7.81,1.3416,1.2407,0.85998,ptp
7.82,1.34161,1.24075,0.859878,ptp
7.83,1.34161,1.24078,0.859786,ptp
7.84,1.34162,1.24082,0.859704,ptp
7.85,1.34163,1.24085,0.859631,ptp
7.86,1.34163,1.24088,0.859567,ptp
7.87,1.34164,1.2409,0.859512,ptp
7.88,1.34164,1.24092,0.859463,ptp
7.89,1.34164,1.24094,0.859423,ptp
7.9,1.34165,1.24096,0.859388,ptp
7.91,1.34165,1.24097,0.85936,ptp
7.92,1.34165,1.24098,0.859337,ptp
7.93,1.34165,1.24098,0.859319,ptp
7.94,1.34165,1.24099,0.859306,ptp
7.95,1.34165,1.24099,0.859296,ptp
7.96,1.34165,1.241,0.85929,ptp
7.97,1.34166,1.241,0.859286,ptp
7.98,1.34166,1.241,0.859284,ptp
7.99,1.34166,1.241,0.859283,ptp
8,1.34166,1.241,0.859283,ptp
8,1.34166,1.241,0.859283,approach
8.01,1.34166,1.241,0.859283,approach
8.02,1.34166,1.241,0.859283,approach
8.03,1.34166,1.241,0.859283,approach
8.04,1.34166,1.241,0.859283,approach
8.05,1.34166,1.241,0.859283,approach
8.06,1.34166,1.241,0.859283,approach
8.07,1.34166,1.241,0.859282,approach
8.08,1.34166,1.241,0.859282,approach
8.09,1.34166,1.241,0.859282,approach
8.1,1.34166,1.241,0.859281,approach
8.11,1.34166,1.241,0.859281,approach
8.12,1.34166,1.241,0.85928,approach
8.13,1.34166,1.241,0.859279,approach
8.14,1.34166,1.241,0.859278,approach
8.15,1.34166,1.241,0.859277,approach
8.16,1.34166,1.241,0.859276,approach
8.17,1.34166,1.241,0.859274,approach
8.18,1.34166,1.241,0.859273,approach
8.19,1.34166,1.241,0.859271,approach
8.2,1.34166,1.241,0.859269,approach
8.21,1.34166,1.241,0.859267,approach
8.22,1.34166,1.241,0.859264,approach
8.23,1.34166,1.241,0.859262,approach
8.24,1.34166,1.241,0.859259,approach
8.25,1.34166,1.241,0.859256,approach
8.26,1.34166,1.241,0.859252,approach
8.27,1.34166,1.241,0.859249,approach
8.28,1.34166,1.241,0.859245,approach
8.29,1.34166,1.241,0.859241,approach
8.3,1.34166,1.241,0.859236,approach
8.31,1.34166,1.241,0.859231,approach
8.32,1.34166,1.241,0.859226,approach
8.33,1.34166,1.241,0.859221,approach
8.34,1.34166,1.241,0.859215,approach
8.35,1.34166,1.241,0.859209,approach
8.36,1.34166,1.241,0.859203,approach
8.37,1.34166,1.241,0.859196,approach
8.38,1.34166,1.241,0.859189,approach
8.39,1.34166,1.241,0.859182,approach
8.4,1.34166,1.241,0.859174,approach
8.41,1.34166,1.241,0.859166,approach
8.42,1.34166,1.241,0.859157,approach
8.43,1.34166,1.241,0.859148,approach
8.44,1.34166,1.241,0.859139,approach
8.45,1.34166,1.241,0.859129,approach
8.46,1.34166,1.241,0.859119,approach
8.47,1.34166,1.241,0.859108,approach
8.48,1.34166,1.241,0.859097,approach
8.49,1.34166,1.241,0.859085,approach
8.5,1.34166,1.241,0.859073,approach
8.51,1.34166,1.241,0.859061,approach
8.52,1.34166,1.241,0.859048,approach
8.53,1.34166,1.241,0.859034,approach
8.54,1.34166,1.241,0.859021,approach
8.55,1.34166,1.241,0.859006,approach
8.56,1.34166,1.241,0.858991,approach
8.57,1.34166,1.241,0.858976,approach
8.58,1.34166,1.241,0.85896,approach
8.59,1.34166,1.241,0.858944,approach
8.6,1.34166,1.241,0.858927,approach
8.61,1.34166,1.241,0.858909,approach
8.62,1.34166,1.241,0.858891,approach
8.63,1.34166,1.241,0.858872,approach
8.64,1.34166,1.241,0.858853,approach
8.65,1.34166,1.241,0.858834,approach
8.66,1.34166,1.241,0.858813,approach
8.67,1.34166,1.241,0.858792,approach
8.68,1.34166,1.241,0.858771,approach
8.69,1.34166,1.241,0.858749,approach
8.7,1.34166,1.241,0.858726,approach
8.71,1.34166,1.241,0.858703,approach
8.72,1.34166,1.241,0.858679,approach
8.73,1.34166,1.241,0.858655,approach
8.74,1.34166,1.241,0.85863,approach
8.75,1.34166,1.241,0.858604,approach
8.76,1.34166,1.241,0.858578,approach
8.77,1.34166,1.241,0.858551,approach
8.78,1.34166,1.241,0.858523,approach
8.79,1.34166,1.241,0.858495,approach
8.8,1.34166,1.241,0.858466,approach
8.81,1.34166,1.241,0.858437,approach
8.82,1.34166,1.241,0.858406,approach
8.83,1.34166,1.241,0.858375,approach
8.84,1.34166,1.241,0.858344,approach
8.85,1.34166,1.241,0.858312,approach
8.86,1.34166,1.241,0.858279,approach
8.87,1.34166,1.241,0.858245,approach
8.88,1.34166,1.241,0.858211,approach
8.89,1.34166,1.241,0.858175,approach
8.9,1.34166,1.241,0.85814,approach
8.91,1.34166,1.241,0.858103,approach
8.92,1.34166,1.241,0.858066,approach
8.93,1.34166,1.241,0.858028,approach
8.94,1.34166,1.241,0.857989,approach
8.95,1.34166,1.241,0.85795,approach
8.96,1.34166,1.241,0.85791,approach
8.97,1.34166,1.241,0.857869,approach
8.98,1.34166,1.241,0.857827,approach
8.99,1.34166,1.241,0.857785,approach
9,1.34166,1.241,0.857741,approach
9.01,1.34166,1.241,0.857697,approach
9.02,1.34166,1.241,0.857653,approach
9.03,1.34166,1.241,0.857607,approach
9.04,1.34166,1.241,0.857561,approach
9.05,1.34166,1.241,0.857514,approach
9.06,1.34166,1.241,0.857466,approach
9.07,1.34166,1.241,0.857417,approach
9.08,1.34166,1.241,0.857368,approach
9.09,1.34166,1.241,0.857317,approach
9.1,1.34166,1.241,0.857266,approach
9.11,1.34166,1.241,0.857215,approach
9.12,1.34166,1.241,0.857162,approach
9.13,1.34166,1.241,0.857108,approach
9.14,1.34166,1.241,0.857054,approach
9.15,1.34166,1.241,0.856999,approach
9.16,1.34166,1.241,0.856943,approach
9.17,1.34166,1.241,0.856886,approach
9.18,1.34166,1.241,0.856828,approach
9.19,1.34166,1.241,0.85677,approach
9.2,1.34166,1.241,0.85671,approach
9.21,1.34166,1.241,0.85665,approach
9.22,1.34166,1.241,0.856589,approach
9.23,1.34166,1.241,0.856527,approach
9.24,1.34166,1.241,0.856464,approach
9.25,1.34166,1.241,0.856401,approach
9.26,1.34166,1.241,0.856336,approach
9.27,1.34166,1.241,0.856271,approach
9.28,1.34166,1.241,0.856204,approach
9.29,1.34166,1.241,0.856137,approach
9.3,1.34166,1.241,0.856069,approach
9.31,1.34166,1.241,0.856,approach
9.32,1.34166,1.241,0.85593,approach
9.33,1.34166,1.241,0.85586,approach
9.34,1.34166,1.241,0.855788,approach
9.35,1.34166,1.241,0.855716,approach
9.36,1.34166,1.241,0.855642,approach
9.37,1.34166,1.241,0.855568,approach
9.38,1.34166,1.241,0.855493,approach
9.39,1.34166,1.241,0.855417,approach
9.4,1.34166,1.241,0.85534,approach
9.41,1.34166,1.241,0.855262,approach
9.42,1.34166,1.241,0.855183,approach
9.43,1.34166,1.241,0.855103,approach
9.44,1.34166,1.241,0.855023,approach
9.45,1.34166,1.241,0.854941,approach
9.46,1.34166,1.241,0.854859,approach
9.47,1.34166,1.241,0.854775,approach
9.48,1.34166,1.241,0.854691,approach
9.49,1.34166,1.241,0.854605,approach
9.5,1.34166,1.241,0.854519,approach
9.51,1.34166,1.241,0.854432,approach
9.52,1.34166,1.241,0.854344,approach
9.53,1.34166,1.241,0.854255,approach
9.54,1.34166,1.241,0.854165,approach
9.55,1.34166,1.241,0.854074,approach
9.56,1.34166,1.241,0.853982,approach
9.57,1.34166,1.241,0.853889,approach
9.58,1.34166,1.241,0.853795,approach
9.59,1.34166,1.241,0.853701,approach
9.6,1.34166,1.241,0.853605,approach
9.61,1.34166,1.241,0.853508,approach
9.62,1.34166,1.241,0.853411,approach
9.63,1.34166,1.241,0.853312,approach
9.64,1.34166,1.241,0.853213,approach
9.65,1.34166,1.241,0.853112,approach
9.66,1.34166,1.241,0.853011,approach
9.67,1.34166,1.241,0.852908,approach
9.68,1.34166,1.241,0.852805,approach
9.69,1.34166,1.241,0.852701,approach
9.7,1.34166,1.241,0.852595,approach
9.71,1.34166,1.241,0.852489,approach
9.72,1.34166,1.241,0.852382,approach
9.73,1.34166,1.241,0.852274,approach
9.74,1.34166,1.241,0.852165,approach
9.75,1.34166,1.241,0.852054,approach
9.76,1.34166,1.241,0.851943,approach
9.77,1.34166,1.241,0.851831,approach
9.78,1.34166,1.241,0.851718,approach
9.79,1.34166,1.241,0.851604,approach
9.8,1.34166,1.241,0.851489,approach
9.81,1.34166,1.241,0.851373,approach
9.82,1.34166,1.241,0.851256,approach
9.83,1.34166,1.241,0.851138,approach
9.84,1.34166,1.241,0.851019,approach
9.85,1.34166,1.241,0.850899,approach
9.86,1.34166,1.241,0.850778,approach
9.87,1.34166,1.241,0.850656,approach
9.88,1.34166,1.241,0.850533,approach
9.89,1.34166,1.241,0.85041,approach
9.9,1.34166,1.241,0.850285,approach
9.91,1.34166,1.241,0.850159,approach
9.92,1.34166,1.241,0.850032,approach
9.93,1.34166,1.241,0.849904,approach
9.94,1.34166,1.241,0.849775,approach
9.95,1.34166,1.241,0.849646,approach
9.96,1.34166,1.241,0.849515,approach
9.97,1.34166,1.241,0.849383,approach
9.98,1.34166,1.241,0.84925,approach
9.99,1.34166,1.241,0.849117,approach
10,1.34166,1.241,0.848982,approach
10.01,1.34166,1.241,0.848846,approach
10.02,1.34166,1.241,0.84871,approach
10.03,1.34166,1.241,0.848572,approach
10.04,1.34166,1.241,0.848433,approach
10.05,1.34166,1.241,0.848294,approach
10.06,1.34166,1.241,0.848153,approach
10.07,1.34166,1.241,0.848012,approach
10.08,1.34166,1.241,0.847869,approach
10.09,1.34166,1.241,0.847725,approach
10.1,1.34166,1.241,0.847581,approach
10.11,1.34166,1.241,0.847435,approach
10.12,1.34166,1.241,0.847289,approach
10.13,1.34166,1.241,0.847141,approach
10.14,1.34166,1.241,0.846993,approach
10.15,1.34166,1.241,0.846844,approach
10.16,1.34166,1.241,0.846693,approach
10.17,1.34166,1.241,0.846542,approach
10.18,1.34166,1.241,0.846389,approach
10.19,1.34166,1.241,0.846236,approach
10.2,1.34166,1.241,0.846082,approach
10.21,1.34166,1.241,0.845926,approach
10.22,1.34166,1.241,0.84577,approach
10.23,1.34166,1.241,0.845613,approach
10.24,1.34166,1.241,0.845455,approach
10.25,1.34166,1.241,0.845295,approach
10.26,1.34166,1.241,0.845135,approach
10.27,1.34166,1.241,0.844974,approach
10.28,1.34166,1.241,0.844812,approach
10.29,1.34166,1.241,0.844649,approach
10.3,1.34166,1.241,0.844485,approach
10.31,1.34166,1.241,0.84432,approach
10.32,1.34166,1.241,0.844154,approach
10.33,1.34166,1.241,0.843987,approach
10.34,1.34166,1.241,0.843819,approach
10.35,1.34166,1.241,0.84365,approach
10.36,1.34166,1.241,0.84348,approach
10.37,1.34166,1.241,0.843309,approach
10.38,1.34166,1.241,0.843138,approach
10.39,1.34166,1.241,0.842965,approach
10.4,1.34166,1.241,0.842791,approach
10.41,1.34166,1.241,0.842617,approach
10.42,1.34166,1.241,0.842441,approach
10.43,1.34166,1.241,0.842265,approach
10.44,1.34166,1.241,0.842087,approach
10.45,1.34166,1.241,0.841909,approach
10.46,1.34166,1.241,0.841729,approach
10.47,1.34166,1.241,0.841549,approach
10.48,1.34166,1.241,0.841368,approach
10.49,1.34166,1.241,0.841186,approach
10.5,1.34166,1.241,0.841003,approach
10.51,1.34166,1.241,0.840819,approach
10.52,1.34166,1.241,0.840634,approach
10.53,1.34166,1.241,0.840448,approach
10.54,1.34166,1.241,0.840261,approach
10.55,1.34166,1.241,0.840073,approach
10.56,1.34166,1.241,0.839885,approach
10.57,1.34166,1.241,0.839695,approach
10.58,1.34166,1.241,0.839504,approach
10.59,1.34166,1.241,0.839313,approach
10.6,1.34166,1.241,0.839121,approach
10.61,1.34166,1.241,0.838927,approach
10.62,1.34166,1.241,0.838733,approach
10.63,1.34166,1.241,0.838538,approach
10.64,1.34166,1.241,0.838342,approach
10.65,1.34166,1.241,0.838145,approach
10.66,1.34166,1.241,0.837947,approach
10.67,1.34166,1.241,0.837749,approach
10.68,1.34166,1.241,0.837549,approach
10.69,1.34166,1.241,0.837349,approach
10.7,1.34166,1.241,0.837147,approach
10.71,1.34166,1.241,0.836945,approach
10.72,1.34166,1.241,0.836742,approach
10.73,1.34166,1.241,0.836538,approach
10.74,1.34166,1.241,0.836333,approach
10.75,1.34166,1.241,0.836127,approach
10.76,1.34166,1.241,0.83592,approach
10.77,1.34166,1.241,0.835713,approach
10.78,1.34166,1.241,0.835504,approach
10.79,1.34166,1.241,0.835295,approach
10.8,1.34166,1.241,0.835085,approach
10.81,1.34166,1.241,0.834874,approach
10.82,1.34166,1.241,0.834662,approach
10.83,1.34166,1.241,0.834449,approach
10.84,1.34166,1.241,0.834236,approach
10.85,1.34166,1.241,0.834021,approach
10.86,1.34166,1.241,0.833806,approach
10.87,1.34166,1.241,0.83359,approach
10.88,1.34166,1.241,0.833373,approach
10.89,1.34166,1.241,0.833155,approach
10.9,1.34166,1.241,0.832936,approach
10.91,1.34166,1.241,0.832717,approach
10.92,1.34166,1.241,0.832496,approach
10.93,1.34166,1.241,0.832275,approach
10.94,1.34166,1.241,0.832053,approach
10.95,1.34166,1.241,0.83183,approach
10.96,1.34166,1.241,0.831607,approach
10.97,1.34166,1.241,0.831382,approach
10.98,1.34166,1.241,0.831157,approach
10.99,1.34166,1.241,0.830931,approach
11,1.34166,1.241,0.830704,approach
11.01,1.34166,1.241,0.830476,approach
11.02,1.34166,1.241,0.830248,approach
11.03,1.34166,1.241,0.830019,approach
11.04,1.34166,1.241,0.829789,approach
11.05,1.34166,1.241,0.829558,approach
11.06,1.34166,1.241,0.829326,approach
11.07,1.34166,1.241,0.829094,approach
11.08,1.34166,1.241,0.82886,approach
11.09,1.34166,1.241,0.828626,approach
11.1,1.34166,1.241,0.828392,approach
11.11,1.34166,1.241,0.828156,approach
11.12,1.34166,1.241,0.82792,approach
11.13,1.34166,1.241,0.827683,approach
11.14,1.34166,1.241,0.827445,approach
11.15,1.34166,1.241,0.827207,approach
11.16,1.34166,1.241,0.826967,approach
11.17,1.34166,1.241,0.826727,approach
11.18,1.34166,1.241,0.826486,approach
11.19,1.34166,1.241,0.826245,approach
11.2,1.34166,1.241,0.826003,approach
11.21,1.34166,1.241,0.82576,approach
11.22,1.34166,1.241,0.825516,approach
11.23,1.34166,1.241,0.825272,approach
11.24,1.34166,1.241,0.825026,approach
11.25,1.34166,1.241,0.82478,approach
11.26,1.34166,1.241,0.824534,approach
11.27,1.34166,1.241,0.824287,approach
11.28,1.34166,1.241,0.824039,approach
11.29,1.34166,1.241,0.82379,approach
11.3,1.34166,1.241,0.823541,approach
11.31,1.34166,1.241,0.82329,approach
11.32,1.34166,1.241,0.82304,approach
11.33,1.34166,1.241,0.822788,approach
11.34,1.34166,1.241,0.822536,approach
11.35,1.34166,1.241,0.822283,approach
11.36,1.34166,1.241,0.82203,approach
11.37,1.34166,1.241,0.821776,approach
11.38,1.34166,1.241,0.821521,approach
11.39,1.34166,1.241,0.821265,approach
11.4,1.34166,1.241,0.821009,approach
11.41,1.34166,1.241,0.820753,approach
11.42,1.34166,1.241,0.820495,approach
11.43,1.34166,1.241,0.820237,approach
11.44,1.34166,1.241,0.819978,approach
11.45,1.34166,1.241,0.819719,approach
11.46,1.34166,1.241,0.819459,approach
11.47,1.34166,1.241,0.819199,approach
11.48,1.34166,1.241,0.818937,approach
11.49,1.34166,1.241,0.818676,approach
11.5,1.34166,1.241,0.818413,approach
11.51,1.34166,1.241,0.81815,approach
11.52,1.34166,1.241,0.817886,approach
11.53,1.34166,1.241,0.817622,approach
11.54,1.34166,1.241,0.817357,approach
11.55,1.34166,1.241,0.817092,approach
11.56,1.34166,1.241,0.816826,approach
11.57,1.34166,1.241,0.816559,approach
11.58,1.34166,1.241,0.816292,approach
11.59,1.34166,1.241,0.816025,approach
11.6,1.34166,1.241,0.815756,approach
11.61,1.34166,1.241,0.815487,approach
11.62,1.34166,1.241,0.815218,approach
11.63,1.34166,1.241,0.814948,approach
11.64,1.34166,1.241,0.814677,approach
11.65,1.34166,1.241,0.814406,approach
11.66,1.34166,1.241,0.814135,approach
11.67,1.34166,1.241,0.813863,approach
11.68,1.34166,1.241,0.81359,approach
11.69,1.34166,1.241,0.813317,approach
11.7,1.34166,1.241,0.813043,approach
11.71,1.34166,1.241,0.812769,approach
11.72,1.34166,1.241,0.812494,approach
11.73,1.34166,1.241,0.812219,approach
11.74,1.34166,1.241,0.811943,approach
11.75,1.34166,1.241,0.811667,approach
11.76,1.34166,1.241,0.81139,approach
11.77,1.34166,1.241,0.811113,approach
11.78,1.34166,1.241,0.810835,approach
11.79,1.34166,1.241,0.810557,approach
11.8,1.34166,1.241,0.810279,approach
11.81,1.34166,1.241,0.809999,approach
11.82,1.34166,1.241,0.80972,approach
11.83,1.34166,1.241,0.80944,approach
11.84,1.34166,1.241,0.809159,approach
11.85,1.34166,1.241,0.808878,approach
11.86,1.34166,1.241,0.808597,approach
11.87,1.34166,1.241,0.808315,approach
11.88,1.34166,1.241,0.808033,approach
11.89,1.34166,1.241,0.80775,approach
11.9,1.34166,1.241,0.807467,approach
11.91,1.34166,1.241,0.807184,approach
11.92,1.34166,1.241,0.8069,approach
11.93,1.34166,1.241,0.806615,approach
11.94,1.34166,1.241,0.806331,approach
11.95,1.34166,1.241,0.806046,approach
11.96,1.34166,1.241,0.80576,approach
11.97,1.34166,1.241,0.805474,approach
11.98,1.34166,1.241,0.805188,approach
11.99,1.34166,1.241,0.804901,approach
12,1.34166,1.241,0.804614,approach
12.01,1.34166,1.241,0.804327,approach
12.02,1.34166,1.241,0.804039,approach
12.03,1.34166,1.241,0.803751,approach
12.04,1.34166,1.241,0.803462,approach
12.05,1.34166,1.241,0.803173,approach
12.06,1.34166,1.241,0.802884,approach
12.07,1.34166,1.241,0.802595,approach
12.08,1.34166,1.241,0.802305,approach
12.09,1.34166,1.241,0.802015,approach
12.1,1.34166,1.241,0.801724,approach
12.11,1.34166,1.241,0.801433,approach
12.12,1.34166,1.241,0.801142,approach
12.13,1.34166,1.241,0.800851,approach
12.14,1.34166,1.241,0.800559,approach
12.15,1.34166,1.241,0.800267,approach
12.16,1.34166,1.241,0.799975,approach
12.17,1.34166,1.241,0.799682,approach
12.18,1.34166,1.241,0.799389,approach
12.19,1.34166,1.241,0.799096,approach
12.2,1.34166,1.241,0.798803,approach
12.21,1.34166,1.241,0.798509,approach
12.22,1.34166,1.241,0.798215,approach
12.23,1.34166,1.241,0.797921,approach
12.24,1.34166,1.241,0.797627,approach
12.25,1.34166,1.241,0.797332,approach
12.26,1.34166,1.241,0.797037,approach
12.27,1.34166,1.241,0.796742,approach
12.28,1.34166,1.241,0.796447,approach
12.29,1.34166,1.241,0.796151,approach
12.3,1.34166,1.241,0.795855,approach
12.31,1.34166,1.241,0.795559,approach
12.32,1.34166,1.241,0.795263,approach
12.33,1.34166,1.241,0.794966,approach
12.34,1.34166,1.241,0.79467,approach
12.35,1.34166,1.241,0.794373,approach
12.36,1.34166,1.241,0.794076,approach
12.37,1.34166,1.241,0.793779,approach
12.38,1.34166,1.241,0.793482,approach
12.39,1.34166,1.241,0.793184,approach
12.4,1.34166,1.241,0.792886,approach
12.41,1.34166,1.241,0.792589,approach
12.42,1.34166,1.241,0.792291,approach
12.43,1.34166,1.241,0.791992,approach
12.44,1.34166,1.241,0.791694,approach
12.45,1.34166,1.241,0.791396,approach
12.46,1.34166,1.241,0.791097,approach
12.47,1.34166,1.241,0.790799,approach
12.48,1.34166,1.241,0.7905,approach
12.49,1.34166,1.241,0.790201,approach
12.5,1.34166,1.241,0.789902,approach
