t,q_j1,qd_j1,qdd_j1,q_j2,qd_j2,qdd_j2,q_j3,qd_j3,qdd_j3
28.485,1.07383,0.0211665,-0.0134101,0.436525,-0.0158389,0.0110644,0.243978,0.0228782,-0.0161959
28.495,1.07404,0.0210324,-0.013406,0.436367,-0.0157285,0.0110413,0.244205,0.0227166,-0.0161581
28.505,1.07425,0.0208984,-0.0134015,0.436211,-0.0156183,0.0110181,0.24443,0.0225554,-0.0161202
28.515,1.07446,0.0207645,-0.0133966,0.436056,-0.0155084,0.0109947,0.244654,0.0223946,-0.0160821
28.525,1.07466,0.0206305,-0.0133913,0.435902,-0.0153987,0.0109712,0.244877,0.0222341,-0.0160439
28.535,1.07487,0.0204967,-0.0133856,0.435749,-0.0152892,0.0109476,0.245097,0.0220741,-0.0160055
28.545,1.07507,0.0203629,-0.0133795,0.435597,-0.01518,0.0109238,0.245316,0.0219144,-0.015967
28.555,1.07528,0.0202292,-0.013373,0.435447,-0.015071,0.0108999,0.245534,0.0217551,-0.0159283
28.565,1.07548,0.0200955,-0.0133662,0.435297,-0.0149622,0.0108758,0.24575,0.0215962,-0.0158894
28.575,1.07568,0.0199619,-0.0133589,0.435149,-0.0148537,0.0108516,0.245964,0.0214377,-0.0158504
28.585,1.07587,0.0198284,-0.0133512,0.435001,-0.0147454,0.0108273,0.246177,0.0212796,-0.0158112
28.595,1.07607,0.019695,-0.0133432,0.434855,-0.0146374,0.0108028,0.246388,0.0211219,-0.0157719
28.605,1.07627,0.0195616,-0.0133347,0.434709,-0.0145296,0.0107782,0.246598,0.0209646,-0.0157324
28.615,1.07646,0.0194284,-0.0133258,0.434565,-0.0144221,0.0107534,0.246806,0.0208077,-0.0156927
28.625,1.07665,0.0192952,-0.0133166,0.434422,-0.0143148,0.0107285,0.247013,0.0206511,-0.0156529
28.635,1.07685,0.0191621,-0.0133069,0.43428,-0.0142077,0.0107035,0.247217,0.020495,-0.0156129
28.645,1.07704,0.0190292,-0.0132969,0.434139,-0.014101,0.0106783,0.247421,0.0203393,-0.0155727
28.655,1.07722,0.0188963,-0.0132864,0.433999,-0.0139944,0.010653,0.247623,0.020184,-0.0155324
28.665,1.07741,0.0187635,-0.0132755,0.43386,-0.0138882,0.0106275,0.247823,0.020029,-0.0154919
28.675,1.0776,0.0186309,-0.0132642,0.433722,-0.0137821,0.0106019,0.248022,0.0198745,-0.0154513
28.685,1.07778,0.0184984,-0.0132526,0.433586,-0.0136764,0.0105762,0.248219,0.0197204,-0.0154105
28.695,1.07797,0.018366,-0.0132405,0.43345,-0.0135709,0.0105503,0.248415,0.0195667,-0.0153695
28.705,1.07815,0.0182337,-0.013228,0.433315,-0.0134656,0.0105243,0.248609,0.0194134,-0.0153284
28.715,1.07833,0.0181015,-0.0132151,0.433182,-0.0133607,0.0104981,0.248801,0.0192606,-0.0152871
28.725,1.07851,0.0179695,-0.0132018,0.433049,-0.0132559,0.0104718,0.248992,0.0191081,-0.0152456
28.735,1.07869,0.0178376,-0.0131881,0.432918,-0.0131515,0.0104453,0.249182,0.0189561,-0.0152039
28.745,1.07887,0.0177059,-0.0131739,0.432787,-0.0130473,0.0104187,0.24937,0.0188045,-0.0151621
28.755,1.07904,0.0175743,-0.0131594,0.432658,-0.0129434,0.0103919,0.249557,0.0186533,-0.0151201
28.765,1.07922,0.0174429,-0.0131444,0.432529,-0.0128397,0.010365,0.249742,0.0185025,-0.0150779
28.775,1.07939,0.0173116,-0.0131291,0.432402,-0.0127363,0.010338,0.249925,0.0183521,-0.0150356
28.785,1.07956,0.0171804,-0.0131133,0.432276,-0.0126332,0.0103108,0.250107,0.0182022,-0.0149931
28.795,1.07973,0.0170495,-0.0130971,0.43215,-0.0125304,0.0102834,0.250288,0.0180527,-0.0149504
28.805,1.0799,0.0169187,-0.0130805,0.432026,-0.0124278,0.0102559,0.250467,0.0179036,-0.0149075
28.815,1.08007,0.016788,-0.0130635,0.431903,-0.0123256,0.0102283,0.250644,0.017755,-0.0148644
28.825,1.08024,0.0166576,-0.0130461,0.43178,-0.0122236,0.0102005,0.25082,0.0176068,-0.0148212
28.835,1.0804,0.0165273,-0.0130282,0.431659,-0.0121218,0.0101726,0.250995,0.017459,-0.0147778
28.845,1.08056,0.0163972,-0.01301,0.431539,-0.0120204,0.0101445,0.251168,0.0173116,-0.0147342
28.855,1.08073,0.0162673,-0.0129913,0.43142,-0.0119192,0.0101162,0.25134,0.0171647,-0.0146904
28.865,1.08089,0.0161375,-0.0129722,0.431302,-0.0118183,0.0100878,0.25151,0.0170183,-0.0146465
28.875,1.08105,0.016008,-0.0129527,0.431184,-0.0117178,0.0100593,0.251679,0.0168722,-0.0146024
28.885,1.08121,0.0158787,-0.0129327,0.431068,-0.0116174,0.0100306,0.251846,0.0167267,-0.014558
28.895,1.08136,0.0157496,-0.0129124,0.430953,-0.0115174,0.0100017,0.252012,0.0165815,-0.0145135
28.905,1.08152,0.0156207,-0.0128916,0.430839,-0.0114177,0.00997268,0.252176,0.0164368,-0.0144689
28.915,1.08168,0.015492,-0.0128704,0.430726,-0.0113183,0.00994351,0.252339,0.0162926,-0.014424
28.925,1.08183,0.0153635,-0.0128488,0.430614,-0.0112191,0.00991419,0.2525,0.0161488,-0.0143789
28.935,1.08198,0.0152352,-0.0128267,0.430502,-0.0111203,0.00988471,0.252661,0.0160055,-0.0143337
28.945,1.08213,0.0151072,-0.0128043,0.430392,-0.0110217,0.00985507,0.252819,0.0158626,-0.0142882
28.955,1.08228,0.0149793,-0.0127814,0.430283,-0.0109235,0.00982527,0.252976,0.0157202,-0.0142426
28.965,1.08243,0.0148518,-0.0127581,0.430175,-0.0108255,0.00979532,0.253132,0.0155782,-0.0141968
28.975,1.08258,0.0147244,-0.0127344,0.430067,-0.0107279,0.00976521,0.253286,0.0154367,-0.0141507
28.985,1.08272,0.0145973,-0.0127102,0.429961,-0.0106305,0.00973494,0.253439,0.0152956,-0.0141045
28.995,1.08287,0.0144705,-0.0126856,0.429856,-0.0105335,0.00970451,0.253591,0.0151551,-0.0140581
29.005,1.08301,0.0143438,-0.0126606,0.429751,-0.0104367,0.00967391,0.253741,0.0150149,-0.0140115
29.015,1.08315,0.0142175,-0.0126352,0.429648,-0.0103403,0.00964316,0.25389,0.0148753,-0.0139647
29.025,1.0833,0.0140914,-0.0126093,0.429546,-0.0102442,0.00961224,0.254037,0.0147361,-0.0139177
29.035,1.08344,0.0139656,-0.012583,0.429444,-0.0101484,0.00958116,0.254183,0.0145974,-0.0138705
29.045,1.08357,0.01384,-0.0125563,0.429344,-0.0100529,0.00954992,0.254328,0.0144592,-0.0138231
29.055,1.08371,0.0137147,-0.0125291,0.429244,-0.00995769,0.00951851,0.254471,0.0143214,-0.0137754
29.065,1.08385,0.0135897,-0.0125015,0.429145,-0.00986282,0.00948693,0.254613,0.0141842,-0.0137276
29.075,1.08398,0.013465,-0.0124735,0.429048,-0.00976827,0.00945519,0.254753,0.0140474,-0.0136796
29.085,1.08411,0.0133405,-0.0124451,0.428951,-0.00967403,0.00942329,0.254892,0.013911,-0.0136314
29.095,1.08425,0.0132164,-0.0124162,0.428855,-0.00958012,0.00939121,0.25503,0.0137752,-0.0135829
29.105,1.08438,0.0130925,-0.0123869,0.42876,-0.00948653,0.00935897,0.255167,0.0136399,-0.0135343
29.115,1.08451,0.0129689,-0.0123572,0.428666,-0.00939327,0.00932656,0.255302,0.013505,-0.0134854
29.125,1.08464,0.0128456,-0.012327,0.428573,-0.00930033,0.00929398,0.255435,0.0133707,-0.0134364
29.135,1.08476,0.0127227,-0.0122964,0.428481,-0.00920771,0.00926122,0.255568,0.0132368,-0.0133871
29.145,1.08489,0.0126,-0.0122654,0.42839,-0.00911543,0.0092283,0.255699,0.0131034,-0.0133376
29.155,1.08501,0.0124777,-0.0122339,0.4283,-0.00902348,0.0091952,0.255828,0.0129705,-0.0132878
29.165,1.08514,0.0123557,-0.012202,0.428211,-0.00893186,0.00916193,0.255957,0.0128382,-0.0132379
29.175,1.08526,0.012234,-0.0121696,0.428122,-0.00884058,0.00912849,0.256084,0.0127063,-0.0131878
29.185,1.08538,0.0121126,-0.0121369,0.428035,-0.00874963,0.00909487,0.25621,0.0125749,-0.0131374
29.195,1.0855,0.0119916,-0.0121036,0.427948,-0.00865902,0.00906108,0.256334,0.012444,-0.0130868
29.205,1.08562,0.0118709,-0.01207,0.427862,-0.00856875,0.00902711,0.256457,0.0123137,-0.013036
29.215,1.08574,0.0117505,-0.0120359,0.427778,-0.00847882,0.00899296,0.256579,0.0121838,-0.0129849
29.225,1.08585,0.0116305,-0.0120014,0.427694,-0.00838923,0.00895863,0.2567,0.0120545,-0.0129337
29.235,1.08597,0.0115108,-0.0119664,0.427611,-0.00829999,0.00892413,0.256819,0.0119257,-0.0128822
29.245,1.08608,0.0113915,-0.011931,0.427529,-0.00821109,0.00888944,0.256937,0.0117974,-0.0128304
29.255,1.0862,0.0112726,-0.0118952,0.427447,-0.00812255,0.00885457,0.257054,0.0116696,-0.0127785
29.265,1.08631,0.011154,-0.0118589,0.427367,-0.00803435,0.00881953,0.257169,0.0115423,-0.0127263
29.275,1.08642,0.0110358,-0.0118222,0.427288,-0.00794651,0.0087843,0.257283,0.0114156,-0.0126739
29.285,1.08653,0.0109179,-0.011785,0.427209,-0.00785902,0.00874888,0.257396,0.0112894,-0.0126212
29.295,1.08663,0.0108004,-0.0117474,0.427131,-0.00777189,0.00871328,0.257508,0.0111637,-0.0125683
29.305,1.08674,0.0106833,-0.0117094,0.427054,-0.00768511,0.0086775,0.257618,0.0110385,-0.0125152
29.315,1.08685,0.0105666,-0.0116709,0.426978,-0.0075987,0.00864153,0.257727,0.0109139,-0.0124619
29.325,1.08695,0.0104503,-0.011632,0.426903,-0.00751264,0.00860537,0.257835,0.0107898,-0.0124082
29.335,1.08705,0.0103344,-0.0115926,0.426829,-0.00742695,0.00856903,0.257942,0.0106663,-0.0123544
29.345,1.08716,0.0102189,-0.0115528,0.426756,-0.00734163,0.00853249,0.258047,0.0105433,-0.0123003
29.355,1.08726,0.0101037,-0.0115125,0.426683,-0.00725667,0.00849577,0.258151,0.0104208,-0.012246
29.365,1.08736,0.00998902,-0.0114718,0.426611,-0.00717208,0.00845885,0.258254,0.0102989,-0.0121914
29.375,1.08746,0.00987471,-0.0114307,0.42654,-0.00708787,0.00842174,0.258356,0.0101775,-0.0121365
29.385,1.08755,0.00976082,-0.0113891,0.42647,-0.00700402,0.00838444,0.258457,0.0100567,-0.0120815
29.395,1.08765,0.00964735,-0.0113471,0.426401,-0.00692055,0.00834695,0.258556,0.00993646,-0.0120261
29.405,1.08775,0.0095343,-0.0113046,0.426333,-0.00683746,0.00830926,0.258654,0.00981676,-0.0119705
29.415,1.08784,0.00942168,-0.0112617,0.426265,-0.00675475,0.00827137,0.258751,0.00969761,-0.0119147
29.425,1.08793,0.0093095,-0.0112183,0.426198,-0.00667241,0.00823329,0.258847,0.00957902,-0.0118586
29.435,1.08803,0.00919776,-0.0111745,0.426133,-0.00659046,0.00819501,0.258942,0.009461,-0.0118022
29.445,1.08812,0.00908645,-0.0111303,0.426068,-0.0065089,0.00815653,0.259035,0.00934354,-0.0117456
29.455,1.08821,0.0089756,-0.0110856,0.426003,-0.00642772,0.00811785,0.259127,0.00922666,-0.0116887
29.465,1.08829,0.00886519,-0.0110404,0.42594,-0.00634693,0.00807897,0.259218,0.00911034,-0.0116316
29.475,1.08838,0.00875524,-0.0109948,0.425877,-0.00626653,0.00803989,0.259308,0.0089946,-0.0115742
29.485,1.08847,0.00864576,-0.0109488,0.425815,-0.00618652,0.0080006,0.259397,0.00887943,-0.0115165
29.495,1.08855,0.00853673,-0.0109023,0.425754,-0.00610691,0.00796111,0.259485,0.00876485,-0.0114586
29.505,1.08864,0.00842818,-0.0108553,0.425694,-0.0060277,0.00792142,0.259571,0.00865084,-0.0114004
29.515,1.08872,0.0083201,-0.0108079,0.425634,-0.00594888,0.00788152,0.259657,0.00853743,-0.0113419
29.525,1.0888,0.0082125,-0.0107601,0.425576,-0.00587047,0.00784141,0.259741,0.00842459,-0.0112831
29.535,1.08888,0.00810538,-0.0107118,0.425518,-0.00579246,0.0078011,0.259824,0.00831235,-0.0112241
29.545,1.08896,0.00799875,-0.0106631,0.425461,-0.00571485,0.00776057,0.259906,0.00820071,-0.0111648
29.555,1.08904,0.00789261,-0.0106139,0.425404,-0.00563765,0.00771983,0.259987,0.00808965,-0.0111052
29.565,1.08912,0.00778697,-0.0105642,0.425349,-0.00556087,0.00767889,0.260067,0.0079792,-0.0110453
29.575,1.0892,0.00768183,-0.0105141,0.425294,-0.00548449,0.00763773,0.260145,0.00786935,-0.0109852
29.585,1.08927,0.00757719,-0.0104636,0.42524,-0.00540852,0.00759635,0.260223,0.0077601,-0.0109247
29.595,1.08935,0.00747307,-0.0104126,0.425186,-0.00533298,0.00755477,0.2603,0.00765146,-0.010864
29.605,1.08942,0.00736946,-0.0103612,0.425134,-0.00525785,0.00751296,0.260375,0.00754343,-0.010803
29.615,1.0895,0.00726636,-0.0103093,0.425082,-0.00518314,0.00747094,0.260449,0.00743601,-0.0107417
29.625,1.08957,0.00716379,-0.0102569,0.425031,-0.00510885,0.0074287,0.260523,0.00732921,-0.0106801
29.635,1.08964,0.00706175,-0.0102041,0.424981,-0.00503499,0.00738625,0.260595,0.00722303,-0.0106182
29.645,1.08971,0.00696024,-0.0101509,0.424931,-0.00496155,0.00734357,0.260666,0.00711747,-0.0105561
29.655,1.08978,0.00685927,-0.0100972,0.424882,-0.00488855,0.00730067,0.260736,0.00701253,-0.0104936
29.665,1.08984,0.00675884,-0.010043,0.424834,-0.00481597,0.00725755,0.260805,0.00690823,-0.0104308
29.675,1.08991,0.00665896,-0.00998838,0.424786,-0.00474383,0.0072142,0.260873,0.00680455,-0.0103678
29.685,1.08998,0.00655963,-0.00993332,0.42474,-0.00467212,0.00717063,0.26094,0.0067015,-0.0103044
29.695,1.09004,0.00646085,-0.00987779,0.424694,-0.00460085,0.00712683,0.261006,0.0065991,-0.0102407
29.705,1.0901,0.00636263,-0.00982182,0.424648,-0.00453003,0.00708281,0.261071,0.00649733,-0.0101767
29.715,1.09017,0.00626498,-0.00976539,0.424604,-0.00445964,0.00703856,0.261135,0.00639621,-0.0101124
29.725,1.09023,0.00616789,-0.0097085,0.42456,-0.0043897,0.00699408,0.261198,0.00629573,-0.0100478
29.735,1.09029,0.00607138,-0.00965116,0.424517,-0.00432021,0.00694937,0.26126,0.0061959,-0.00998293
29.745,1.09035,0.00597545,-0.00959336,0.424474,-0.00425116,0.00690443,0.261321,0.00609672,-0.0099177
29.755,1.09041,0.00588009,-0.00953511,0.424432,-0.00418257,0.00685925,0.261381,0.0059982,-0.00985216
29.765,1.09047,0.00578533,-0.0094764,0.424391,-0.00411443,0.00681384,0.26144,0.00590034,-0.00978631
29.775,1.09052,0.00569116,-0.00941724,0.424351,-0.00404675,0.0067682,0.261498,0.00580313,-0.00972014
29.785,1.09058,0.00559758,-0.00935762,0.424311,-0.00397953,0.00672232,0.261555,0.0057066,-0.00965364
29.795,1.09063,0.00550461,-0.00929754,0.424272,-0.00391276,0.0066762,0.261611,0.00561073,-0.00958682
29.805,1.09069,0.00541224,-0.009237,0.424233,-0.00384646,0.00662984,0.261667,0.00551553,-0.00951968
29.815,1.09074,0.00532048,-0.00917601,0.424196,-0.00378063,0.00658324,0.261721,0.00542101,-0.00945221
29.825,1.09079,0.00522933,-0.00911456,0.424158,-0.00371527,0.00653641,0.261774,0.00532717,-0.00938442
29.835,1.09084,0.0051388,-0.00905265,0.424122,-0.00365038,0.00648933,0.261826,0.005234,-0.00931629
29.845,1.09089,0.0050489,-0.00899029,0.424086,-0.00358596,0.00644201,0.261878,0.00514153,-0.00924783
29.855,1.09094,0.00495963,-0.00892747,0.424051,-0.00352201,0.00639444,0.261928,0.00504974,-0.00917904
29.865,1.09099,0.00487098,-0.00886418,0.424016,-0.00345854,0.00634663,0.261978,0.00495864,-0.00910991
29.875,1.09104,0.00478298,-0.00880044,0.423982,-0.00339556,0.00629857,0.262027,0.00486823,-0.00904044
29.885,1.09109,0.00469562,-0.00873624,0.423949,-0.00333306,0.00625026,0.262074,0.00477853,-0.00897064
29.895,1.09113,0.0046089,-0.00867158,0.423916,-0.00327104,0.0062017,0.262121,0.00468952,-0.00890049
29.905,1.09118,0.00452284,-0.00860647,0.423884,-0.00320951,0.00615289,0.262167,0.00460122,-0.00883
29.915,1.09122,0.00443743,-0.00854089,0.423853,-0.00314847,0.00610383,0.262212,0.00451363,-0.00875916
29.925,1.09127,0.00435268,-0.00847485,0.423822,-0.00308793,0.00605452,0.262257,0.00442675,-0.00868798
29.935,1.09131,0.0042686,-0.00840835,0.423791,-0.00302788,0.00600496,0.2623,0.00434058,-0.00861644
29.945,1.09135,0.00418518,-0.00834139,0.423762,-0.00296833,0.00595514,0.262343,0.00425514,-0.00854456
29.955,1.09139,0.00410244,-0.00827398,0.423733,-0.00290928,0.00590506,0.262384,0.00417042,-0.00847232
29.965,1.09143,0.00402038,-0.0082061,0.423704,-0.00285073,0.00585472,0.262425,0.00408642,-0.00839972
29.975,1.09147,0.003939,-0.00813776,0.423676,-0.00279269,0.00580413,0.262465,0.00400315,-0.00832677
29.985,1.09151,0.00385831,-0.00806895,0.423649,-0.00273515,0.00575328,0.262504,0.00392062,-0.00825346
29.995,1.09155,0.00377832,-0.00799969,0.423622,-0.00267813,0.00570216,0.262543,0.00383882,-0.00817979
30.005,1.09159,0.00369902,-0.00792996,0.423596,-0.00262162,0.00565078,0.26258,0.00375776,-0.00810575
30.015,1.09162,0.00362042,-0.00785978,0.42357,-0.00256563,0.00559914,0.262617,0.00367745,-0.00803135
30.025,1.09166,0.00354253,-0.00778913,0.423545,-0.00251016,0.00554724,0.262653,0.00359788,-0.00795659
30.035,1.09169,0.00346535,-0.00771802,0.423521,-0.00245521,0.00549506,0.262688,0.00351907,-0.00788145
30.045,1.09173,0.00338888,-0.00764644,0.423497,-0.00240078,0.00544262,0.262723,0.00344101,-0.00780594
30.055,1.09176,0.00331314,-0.0075744,0.423473,-0.00234688,0.00538992,0.262756,0.00336371,-0.00773006
30.065,1.09179,0.00323812,-0.0075019,0.42345,-0.00229352,0.00533694,0.262789,0.00328717,-0.00765381
30.075,1.09182,0.00316383,-0.00742894,0.423428,-0.00224068,0.00528369,0.262821,0.0032114,-0.00757718
30.085,1.09185,0.00309028,-0.00735551,0.423406,-0.00218838,0.00523017,0.262853,0.0031364,-0.00750017
30.095,1.09188,0.00301746,-0.00728162,0.423385,-0.00213661,0.00517638,0.262883,0.00306217,-0.00742278
30.105,1.09191,0.00294539,-0.00720726,0.423364,-0.00208539,0.00512231,0.262913,0.00298872,-0.00734501
30.115,1.09194,0.00287406,-0.00713244,0.423343,-0.00203471,0.00506796,0.262942,0.00291605,-0.00726685
30.125,1.09197,0.00280349,-0.00705716,0.423324,-0.00198458,0.00501334,0.262971,0.00284417,-0.00718831
30.135,1.092,0.00273368,-0.00698141,0.423304,-0.00193499,0.00495845,0.262999,0.00277307,-0.00710937
30.145,1.09202,0.00266463,-0.0069052,0.423285,-0.00188596,0.00490327,0.263026,0.00270277,-0.00703005
30.155,1.09205,0.00259634,-0.00682852,0.423267,-0.00183748,0.00484781,0.263052,0.00263327,-0.00695034
30.165,1.09208,0.00252883,-0.00675137,0.423249,-0.00178956,0.00479207,0.263078,0.00256457,-0.00687023
30.175,1.0921,0.00246209,-0.00667376,0.423232,-0.0017422,0.00473605,0.263102,0.00249667,-0.00678973
30.185,1.09212,0.00239613,-0.00659569,0.423215,-0.0016954,0.00467974,0.263127,0.00242958,-0.00670882
30.195,1.09215,0.00233096,-0.00651714,0.423198,-0.00164917,0.00462315,0.26315,0.00236331,-0.00662752
30.205,1.09217,0.00226658,-0.00643813,0.423182,-0.00160351,0.00456627,0.263173,0.00229785,-0.00654582
30.215,1.09219,0.00220299,-0.00635866,0.423167,-0.00155842,0.0045091,0.263196,0.00223321,-0.00646371
30.225,1.09221,0.00214021,-0.00627871,0.423151,-0.0015139,0.00445165,0.263217,0.0021694,-0.0063812
30.235,1.09223,0.00207822,-0.0061983,0.423137,-0.00146996,0.00439391,0.263238,0.00210642,-0.00629828
30.245,1.09225,0.00201705,-0.00611743,0.423122,-0.0014266,0.00433587,0.263259,0.00204427,-0.00621495
30.255,1.09227,0.00195669,-0.00603608,0.423109,-0.00138383,0.00427754,0.263279,0.00198295,-0.00613122
30.265,1.09229,0.00189715,-0.00595427,0.423095,-0.00134164,0.00421892,0.263298,0.00192248,-0.00604706
30.275,1.09231,0.00183843,-0.00587198,0.423082,-0.00130004,0.00416001,0.263317,0.00186286,-0.0059625
30.285,1.09233,0.00178053,-0.00578923,0.42307,-0.00125903,0.00410079,0.263335,0.00180408,-0.00587751
30.295,1.09235,0.00172347,-0.00570601,0.423057,-0.00121862,0.00404129,0.263352,0.00174616,-0.00579211
30.305,1.09236,0.00166725,-0.00562232,0.423046,-0.0011788,0.00398148,0.263369,0.0016891,-0.00570629
30.315,1.09238,0.00161187,-0.00553817,0.423034,-0.00113959,0.00392138,0.263385,0.0016329,-0.00562004
30.325,1.09239,0.00155733,-0.00545354,0.423023,-0.00110098,0.00386097,0.263401,0.00157756,-0.00553338
30.335,1.09241,0.00150365,-0.00536844,0.423013,-0.00106298,0.00380026,0.263416,0.0015231,-0.00544628
30.345,1.09242,0.00145082,-0.00528287,0.423002,-0.00102558,0.00373925,0.263431,0.00146951,-0.00535876
30.355,1.09244,0.00139885,-0.00519683,0.422992,-0.000988805,0.00367794,0.263445,0.00141681,-0.00527081
30.365,1.09245,0.00134775,-0.00511032,0.422983,-0.000952642,0.00361632,0.263459,0.00136498,-0.00518243
30.375,1.09246,0.00129751,-0.00502334,0.422974,-0.000917098,0.0035544,0.263472,0.00131405,-0.00509361
30.385,1.09248,0.00124816,-0.00493589,0.422965,-0.000882176,0.00349217,0.263485,0.001264,-0.00500437
30.395,1.09249,0.00119968,-0.00484797,0.422956,-0.00084788,0.00342963,0.263497,0.00121486,-0.00491468
30.405,1.0925,0.00115208,-0.00475957,0.422948,-0.000814212,0.00336678,0.263508,0.00116661,-0.00482456
30.415,1.09251,0.00110537,-0.0046707,0.42294,-0.000781176,0.00330362,0.26352,0.00111927,-0.00473399
30.425,1.09252,0.00105956,-0.00458136,0.422933,-0.000748774,0.00324015,0.26353,0.00107284,-0.00464299
30.435,1.09253,0.00101464,-0.00449154,0.422926,-0.00071701,0.00317637,0.263541,0.00102732,-0.00455154
30.445,1.09254,0.000970632,-0.00440126,0.422919,-0.000685888,0.00311228,0.26355,0.000982728,-0.00445965
30.455,1.09255,0.000927527,-0.00431049,0.422912,-0.000655409,0.00304787,0.26356,0.000939055,-0.00436731
30.465,1.09256,0.000885334,-0.00421926,0.422906,-0.000625578,0.00298314,0.263569,0.00089631,-0.00427452
30.475,1.09257,0.000844059,-0.00412755,0.4229,-0.000596397,0.0029181,0.263577,0.000854497,-0.00418128
30.485,1.09258,0.000803705,-0.00403536,0.422895,-0.000567869,0.00285274,0.263586,0.000813621,-0.00408759
30.495,1.09258,0.000764278,-0.0039427,0.422889,-0.000539999,0.00278706,0.263593,0.000773686,-0.00399345
30.505,1.09259,0.000725782,-0.00384956,0.422884,-0.000512788,0.00272106,0.263601,0.000734698,-0.00389885
30.515,1.0926,0.000688223,-0.00375595,0.422879,-0.000486241,0.00265475,0.263608,0.00069666,-0.0038038
30.525,1.0926,0.000651604,-0.00366186,0.422875,-0.000460359,0.00258811,0.263614,0.000659577,-0.00370829
30.535,1.09261,0.000615931,-0.0035673,0.42287,-0.000435148,0.00252114,0.26362,0.000623454,-0.00361232
30.545,1.09262,0.000581209,-0.00347225,0.422866,-0.000410609,0.00245386,0.263626,0.000588295,-0.00351588
30.555,1.09262,0.000547441,-0.00337673,0.422862,-0.000386747,0.00238624,0.263632,0.000554105,-0.00341899
30.565,1.09263,0.000514634,-0.00328074,0.422859,-0.000363564,0.00231831,0.263637,0.000520889,-0.00332163
30.575,1.09263,0.000482791,-0.00318426,0.422855,-0.000341064,0.00225004,0.263642,0.000488651,-0.00322381
30.585,1.09264,0.000451918,-0.0030873,0.422852,-0.000319249,0.00218145,0.263646,0.000457396,-0.00312551
30.595,1.09264,0.00042202,-0.00298987,0.422849,-0.000298124,0.00211253,0.263651,0.000427128,-0.00302675
30.605,1.09264,0.0003931,-0.00289195,0.422846,-0.000277691,0.00204328,0.263655,0.000397853,-0.00292752
30.615,1.09265,0.000365165,-0.00279356,0.422844,-0.000257954,0.0019737,0.263658,0.000369575,-0.00282782
30.625,1.09265,0.000338218,-0.00269468,0.422841,-0.000238916,0.00190379,0.263662,0.000342298,-0.00272765
30.635,1.09266,0.000312264,-0.00259533,0.422839,-0.00022058,0.00183355,0.263665,0.000316028,-0.002627
30.645,1.09266,0.00028731,-0.00249549,0.422837,-0.000202951,0.00176297,0.263668,0.000290769,-0.00252587
30.655,1.09266,0.000263358,-0.00239517,0.422835,-0.00018603,0.00169207,0.263671,0.000266527,-0.00242427
30.665,1.09266,0.000240414,-0.00229437,0.422833,-0.000169822,0.00162082,0.263673,0.000243305,-0.00232219
30.675,1.09267,0.000218483,-0.00219308,0.422832,-0.000154329,0.00154924,0.263675,0.000221109,-0.00221963
30.685,1.09267,0.00019757,-0.00209132,0.422831,-0.000139556,0.00147733,0.263677,0.000199943,-0.00211659
