Beh,Train_loss,Test_loss,Train_acc_pct,Test_acc_pct
1,0.0161332618445158,0.03188251,99.7179024799586,98.88
2,0.0104387085884809,0.03006452,99.6964773518542,99.04
3,0.00487892562523484,0.02563456,99.8482386759271,99.21
4,0.000653763534501195,0.02338978,99.7893195736399,99.32
5,0.00152392918244004,0.03897168,99.583995429306,98.9
