Beh,Train_loss,Test_loss,Train_acc_pct,Test_acc_pct
1,0.037882711738348,0.02969793,99.737542180721,99.05
2,0.0112233096733689,0.02485626,99.8161009837705,99.29
3,0.0329457856714725,0.0228786,99.8196718384545,99.38
4,0.0211640726774931,0.03532908,99.5250763270189,98.99
5,0.00138763536233455,0.02850544,99.6946919245121,99.16
