Dropout,Pocet_behov,Priemer_train_acc_pct,Priemer_test_acc_pct,Priemer_test_loss
0,5,99.6179185488047,98.982,0.0320477925240994
0.3,5,99.7114749415273,99.184,0.0270945712924004
0.5,5,99.7321858986949,99.286,0.0253743376582861
