Beh,Train_loss,Test_loss,Train_acc_pct,Test_acc_pct
1,0.0458628721535206,0.08483611,99.4358049599171,97.68
2,0.000940932484809309,0.07364292,99.5500723098073,97.98
3,0.0569742470979691,0.07753538,99.3911692763663,97.87
4,0.00114769232459366,0.07593433,99.635772822225,97.98
5,0.0197172332555056,0.07599873,99.4340195325751,97.85
